"Soal-Jawab Tentang Berbagai Masalah Agama","Text","Cet. 4","","Diponegoro","1977","","","2x4 has","Indonesia","Bandung","","","","","<HASSAN, A.>","","<20090468>"
"Kamus Inggris Indonesia","Text","","","","","","","403 ech","Indonesia","","","","","","<ECHOLS, John M.><Hassan Shadily>","","<20120478>"
"Tesaurus Alfabetis Bahasa Indonesia Pusat Bahasa","Text","Cet. 1","","","2009","","","413 DPN","Indonesia","","","","","","<DEPDIKNAS>","","<20120479>"
"Gema Tanah Air; Prosa dan Puisi","Text","Cet. 1 Edisi Pustaka Jaya","","Pustaka Jaya","2013","","","813 jas","Indonesia","Bandung","","","","","<JASSIN, H.B.>","","<20130206>"
"Kitab Omong Kosong","Text","Ed. 3","","Bentang","2013","","","813 aji","Indonesia","Yogyakarya","","","1481902.jpg","","<AJIDARMA, Seno Gumira.>","","<20130191>"
"Gen Iman dalam Otak; Born to Believe","Text","Cet. 1","","Mizan","2013","","","200 new","Indonesia","Bandung","","","born-to-believe.jpg","","<NEWBERG, Andrew.><Mark Waldman>","","<20130192>"
"5 Pesan Damai; Lebih Dekat dengan Ajaran Nabi","Text","Cet. 1","","Zahira","2013","","","2x4 dje","Indonesia","Jakarta Selatan","","","18042356.jpg","","<DJENGGOTTEN, Vbi.>","","<20130193>"
"Semua Ada Waktunya","Text","Cet. 1","","Jalasutra","2012","","","813 sit","Indonesia","","","","index10.jpg","","<SITORUS, Magdalena.>","","<20130195>"
"Jejak Kehidupan di Planet Lain","Text","Cet. 1","","ReNe Book","2013","","","523.4 har","Indonesia","Jakarta Selatan","","","index7.jpg","","<HARYADI, Rohmat.>","","<20130209>"
"The Children of War","Text","Cet. 1","","Kompas","2013","","","900 pan","Indonesia","","","","images3.jpg","","<ANAK BANGSA, Forum Silaturahmi.>","","<20130207>"
"Menjadi Tuan di Negeri Sendiri","Text","Cet. 1","","Grafindo Books Media","2013","","","300 sas","Indonesia","Jakarta Selatan","","","images2.jpg","","<SASONO, Adi.>","","<20130190>"
"Civil Religion; Dimensi Sosial Politik Islam","Text","","","Gramedia Pustaka Utama","","","","2x6.2 geo","Indonesia","Jakarta","","","index5.jpg","","<GEOVANIE, Jeffrie.>","","<20130181>"
"Wiji Thukul; Teka-teki Orang Hilang","Text","Cet. 1","","KPG","2013","","Tempo; Prahara-prahara Orde Baru","900.7 zul","Indonesia","","","","18139272.jpg","","<ZULKIFLI, Arif.>","","<20130182>"
"Agama dan Konflik Sosial; Studi Pengalaman Indonesia","Text","Cet. 1","","Marja","2013","","","201 muh","Indonesia","Bandung","","","index3.jpg","","<MUHAMMAD, Afif.>","","<20130183>"
"Pujangga Baru","Text","Cet. 1 Edisi Pustaka Jaya","","Pustaka Jaya","2013","","","811 jas","Indonesia","Bandung","","","","","<JASSIN, H.B.>","","<20130189>"
"Jawa Tempo Doeloe; 650 Tahun Bertemu Dunia Barat","Text","Cet. 1","","Komunitas Bambu","2013","","","930 rus","Indonesia","Depok","","","","","<RUSH, James R.><AGISTINA, Maria.>","","<20130178>"
"Semesta Sebelum Dunia; Sebuah Dongeng tentang Alam Rahim","Text","Cet. 1","","Noura Books","2013","233 hlm; 13x20 cm","","813 dji","Indonesia","Jakarta","","","index2.jpg","","<DJIBRAN, Fahd.>","","<20130199>"
"Kumpulan Risalah Dakwah Hasan al-Banna","Text","ed. 4 cet. 5","","","2010","","","2x4 ban","Indonesia","","","","","","<FAQIH, Khozin Abu.><BANNA, Hasan al.>","","<20101339 jilid 1><20101340 jilid 2><20101341 jilid 3>"
"Fiqih Lima Mazhab; Ja'fari, Manafi, Maliki, Syafi'i, Hambali","Text","Edisi Lengkap","","","","","","2x4.13 mug","Indonesia","","","","","","<MUGHNIYAH, Muhammad Jawad.><MASYKUR><Afif Muhammad>","","<19970084>"
"Sistim Pengolahan Data Elektronik di Pertamina UEP III Cirebon","Text","","","","","Skripsi","","004.1 sum","Indonesia","","","","","","<SUMINAR, Neneng Ratna.>","","<19990096>"
"Hukum Zakat","Text","","","","","Hard Cover","","2x4.14 qar","Indonesia","","","","","","<QARDHAWI, M. Yusuf.><HARUN, Salman.>","","<20090479><20080016>"
"40 Masalah Agama","Text","","","","","Hard Cover","","2x4 abb","Indonesia","","","","","","<ABBAS, Siradjuddin.>","","<20090453>"
"Fiqih Sunah untuk Wanita","Text","Cet. 4","","","2010","","","2x4.1 kam","Indonesia","","","","","","<SALIM, Abu Malik Kamal bin Sayyid.><SOBARI, Asep.>","","<20110329>"
"Isu-isu Demokrasi; Konstitusionalisme dan Demokrasi Yang Sedang Bangkit","Text","","","","","","","342.04 dep","Indonesia","","","","","","<DEPLU AS>","","<20060560>"
"Isu-isu Demokrasi; Mahkamah Agung Amerika Serikat","Text","","","","","","","342.04 dep","Indonesia","","","","","","<DEPLU AS>","","<20060564>"
"Penulis-penulis Tentang Amerika; 15 Perenungan","Text","","","","","","","928 dep","Indonesia","","","","","","<ABINADER, Elmaz.>","","<20060572>"
"Isu-isu Demokrasi; Pemerintahan Negara Bagian dan Lokal Beradaptasi pada Perubahan","Text","","","","","","","324.04 dep","Indonesia","","","","","","<HIGH. Les.>","","<20060569>"
"Hak-hak Rakyat; Kebebasan Individu dan Piagam Hak-hak Azasi","Text","","","","","","","322.6 dep/uro","Indonesia","","","","","","<UROFSKY, Melvin.>","","<20060557>"
"Politik Kebijakan Pendidikan di Indonesia","Text","","","INIS","","","INIS XLIV","","Indonesia","","379","","","","<SIROZI, Muhammad.>","","<20040108><20040105a>"
"History of Islamic Civilization","Text","","","","","","","2x9 zay","English","","","","","","<ZAYDAN\'S, Jurji.><MARGOLIOUTH, D.S.>","","<19810730>"
"Kamus Basa Sunda","Text","","","","","","","410 dan","Indonesia","","","","","","<DANADIBRATA, R.A.>","","<20120389>"
"Kamus Besar Bahasa Indonesia Pusat Bahasa","Text","ed. 4","","","","","","413 nas","Indonesia","","","","","","<DEPDIKNAS>","","<20110471>"
"Kamus al-Munawwir Arab-Indonesia Terlengkap","Text","","","","","","","403 mun","Indonesia","","","","","","<MUNAWWIR, A.W.>","","<20090387>"
"Scenario Planning Managing for the Future","Text","","","","","","","658.412 rin","English","","","","","","<RINGLAND, Gill.>","","<20070089>"
"English Translation of the Meaning of al-Qur'an; the Guidance for Mankind","Text","","","","","","","2x1 mal","English","","","","","","<MALIK, Muhammad Farooq-i-azam.>","","<20110355>"
"Kamus Arab-Indonesia","Text","","","","","","","403 yun","Indonesia","","","","","","<YUNUS, Mahmud.>","","<20000025>"
"Gifts of the Heart; 27 Cerita tentang Ketegaran Hati Anak Manusia Menapaki Belantara Kehidupan","Text","","","","","","","154 you","Indonesia","","","","","","<YOUNGS, Bettie B.>","","<20040029>"
"Garis Besar Pemerintahan Amerika Serikat","Text","","","","","","","254.73 sch","Indonesia","","","","","","<TARGONSKI, Rosalie.>","","<20040276>"
"Undang-undang Republik Indonesia Nomor 21 Tahun 2008 Tentang Perbankan Syariah","Text","","","","","","","2x4.27 dep","Indonesia","","","","","","<AGAMA, Departemen.>","","<20091168>"
"Kamus Lengkap Sunda-Indonesia Indonesia-Sunda Sunda-Sunda","Text","","","","","","","410 Tam","Indonesia","","","","","","<TAMSYAH, Budi Rahayu.>","","<20120390>"
"Advanced Learner's English Dictionary","Text","","","","","","","403 web","English","","","","","","<WEBSTER\'S, Merriam.>","","<20110330>"
"Kamus al-Munawwir Indonesia-Arab Terlengkap","Text","","","","","","","403 mun","Indonesia","","","","","","<MUNAWWIR, A.W.><Muhammad Fairuz>","","<20090388>"
"The Contemporary English-Indonesia","Text","Ed. 3","","","","","","423.598 sal","Indonesia","","","","","","<SALIM, Peter.>","","<19980232>"
"Kamus Teknik; Inggeris, Belanda, Indonesia","Text","","","","","","","403 anw","Indonesia","","","","","","<ANWIR, B.S.>","","<20040237>"
"Kamus Lengkap Jerman-Indonesia, Indonesia-Jerman","Text","","","","","","","433 rah","Indonesia","","","","","","<RAHAJOEKOESOEMAH, Datje.>","","<20081026>"
"Kamus Lengkap Jepang-Indonesia","Text","Cet. 1","","","2004","","","495.63 adi","Indonesia","","","","","","<Pustaka><ADIMIHARJA, Mulyana.>","","<20040360>"
"Literature an Introduction to Fiction, Poetry, and Drama","Text","Ed. 3","","Little, Brown and Company","","","","808 ken","English","Boston","","","","","<KENNEDY, X.J.>","","<19980302>"
"Neoliberalism; A Critical Reader","Text","","","Pluot Press","","Print","","320.51 saa","English","","","","","","<Deborah Johnston><SAAD-FILHO, Alfredo.>","","<20120470>"
"A Companion to the philosophy of Technology","Text","","","Blackwell","","Print","","601 ols","English","","","","","","<OLSEN, Jan Kyrre Berg.><Stig Andur Pedersen><Vincent F. Hendricks>","","<20120468>"
"The New Blackwell Companion to Social Theory","Text","","","Blackwell","","Print","","300.1 tur","English","","","","","","<TURNER, Bryan S.>","","<20120469>"
"The Princeton Companion to Mathematics","Text","","","","","Print","","510.1 gow","English","","","","","","<GOWERS, Timothy.>","","<20120465>"
"The Routledge Companion to Philosophy of Science","Text","","","","","","","602 psi","English","","","","","","<PSILLOS, Stathis.><Martin Curd>","","<20120467>"
"The Blackwell Companion to Philosophy","Text","Second Edition","","Blackwell","","Print","","102 bun","English","","","","","","<BUNNIN, Nicholas.><E.P. Tsui-James>","","<20120466>"
"The Response of The 'Ulama' Dayah to The Modernization of Islamic Law in Aceh","Text","","","McGill University","1994","","","2x6.14 ami","English","Montreal","","","","","<AMIRUDDIN, M. HAsbi.>","","<20110475>"
"Maqamat (Stations) and Ahwal (states) According to al-Qusyayri and al-Mujwiri; A Comparative Study","Text","","","McGill University","1993","","","2x6.11 muh","English","Montreal","","","","","<MUHAYA, Abdul.>","","<20110483>"
"the Muhammadiyah Movement in Twentieth-Century Indonesia: A Socio-Religious Study","Text","","","McGill University","1992","","","2x6.1 jau","English","Montreal","","","","","<JAINURI, Achmad.>","","<20110482>"
"The Method of Muslim Learning As Illustrated in al-Zarnuji's Ta'lim al-Muta'allim Tariq al-Ta'allum","Text","","","McGill University","1993","","","2x6.1 afa","English","Montreal","","","","","<AFANDI, Mochtar.>","","<20110476>"
"Islamic Justice transition A Socio-Legal Study of The Agama Court Judges in Indonesia","Text","","","University of California","1994","","","2x6.2 lub","English","Los Angeles","","","","","<LUBIS, Nur Ahmad Fadhil.>","","<20110484>"
"Soviet Anti-Religious Polici and The Muslims of Central Asia, 1917-1938","Text","","","McGill University","1994","","","2x8 rof","English","Montreal","","","","","<ROFI\'I, Imam.>","","<20110479>"
"The Rise of The Masjumi Party in Indonesia and The role of The 'Ulama' in Its Early Development (1945-1952)","Text","","","McGill University","1976","","","2x6.62 asy","English","Montreal","","","","","<ASYARI, Muhammad.>","","<20110477>"
"Persatuan Ulama Seluruh Aceh (PUSA); Its Contributions to Educational Reforms in Aceh","Text","","","McGill University","1992","","","2x6.61 lat","English","Montreal","","","","","<LATIF, Hamdiah A.>","","<20110481>"
"Islam adn Nation Formation in Indonesia","Text","","","McGill University","1993","","","2x6.21 bak","English","Montreal","","","","","<BAKTI, Andi M. Faisal.>","","<20110472>"
"The Role of The 'Ulama' During The Japanese Occupation of Indonesia (1942-45)","Text","","","McGill University","1975","","","2x6.22 shi","English","Montreal","","","","","<SHIDDIQI, Nourouzzaman.>","","<20110474>"
"Ulama, Villagers and Change; Islam in Central Madura","Text","","","McGill University","1987","","","2x6.11 man","English","Montreal","","","","","<MANSURNOOR, Iik Arifin.>","","<20110473>"
"The Impact of Colonial Experience on The Religious and Social Thought of Sir Sayyid Ahmad Khan and Ahmad Hassan; A Comparison","Text","","","McGill University","1994","","","2x6.1 yah","English","Montreal","","","","","<YAHYA, Agusni.>","","<20110478>"
"The Decline og The Islamic Empire of Aceh (1641-1699)","Text","","","McGill University","1993","","","2x6.1 lut","Indonesia","Montreal","","","","","<AUNI, Luthfi.>","","<20110480>"
"Ihya Ulumuddin; Jiwa Agama","Text","Cet. 1","","Victory Ajensi","1988","","","2x3 gha","Indonesia","Kuala Lumpur","","","","","<GHAZALI, Imam.><YAKUB, Ismail.>","","<20090471 jilid 1><20090472 jilid 2><20090473 jilid 3><20090474 jilid 4><20090475 jilid 5><20090476 jilid 6><20090477 jilid 7><20090478 jilid 8>"
"Kamus Kimia untuk Siswa dan Mahasiswa Sains & Teknologi","Text","","","","","","","540 ham","Indonesia","","","","","","<HAM, Mulyono.>","","<20110505>"
"An Introduction to Islamic Law","Text","","","","","","","2x4 sch","English","","","","","","<SCHACHT, Joseph.>","","<19780023>"
"Fadhaile Amal Himpunan Kitab-kitab Fadhail","Text","","","","","Hard Cover","","2x1.4 dzi","Indonesia","","","","","","<ZAKARIYYA, Mohammad.>","","<20090470>"
"The Formative Period of Islamic Thought","Text","","","","","Print","","2x9 wat","English","","","","","","<WAAT, W. Montgomery.>","","<20130096>"
"Social-Economic Movements","Text","","","","","Print","","300 lai","English","","","","","","<LAIDLER, Harry W.>","","<20130097>"
"The Emergence of Liberal Humanism: an Intellectual History of Western Europe","Text","","","","","","","300 sto","English","","","","","","<HILL, McGraw.>","","<20130098>"
"Publikasi Khusus Geologi Gunung Api Purba","Text","","","","","","","551 bro","Indonesia","","","","","","<BRONTO, Sutikno.>","","<20120193>"
"Habibie dari Pare-pare Lewat Aachen; dan Tulisan-tulisan Lain","Text","","","","","","","920.7108 hab","Indonesia","","","","","","<HABIBIE, Bacharuddin Jusuf.><MAKKA, A. Makmur.>","","<19880577>"
"The Bible The Qur'an and Science","Text","","","","","","","291.8 buc","English","","","","","","<BUCAILLE, Maurice.>","","<20110438><20091290><19980210>"
"Contemporary Aspects of Economic Thinking in Islam","Text","","","","","","","297.633 thi","Indonesia","","","","","","<Muslim Students\' Association>","","<19770519>"
"The Goodfather; Kiat Lengkap Menjadi Ayah Teladan","Text","","","","","","","173 sha","Indonesia","","","","","","<SHAPIRO, Jerrold Lee.>","","<20030174>"
"Sajarah Wali; Syekh Syarif Hidayatullah Sunan Gunung Jati","Text","Cet. 1","","","2005","","","","Indonesia","","920.02","","images2.jpg","","<Pustaka><WAHJU, Amman N.>","","<20050101><20050100>"
"al-Islam","Text","Cet. 1","","","2004","Hard Cover","","2x0 haw","Indonesia","","","","","","<HAWWA, Said.>","","<20080073>"
"Menyingkap Rahasia Alam Semesta","Text","","","","","","","596.82 yah","Indonesia","","","","","","<YAHYA, Harun.>","","<20030048>"
"Mari Menyelidiki Kekeliruan Teori Evolusi","Text","","","","","","","596.82 yah","Indonesia","","","","","","<YAHYA, Harun.>","","<20030046>"
"Islamic Philosophy and The Classical Tradition","Text","","","","","","","2x6.1 ste","English","","","","","","<WALZER, Richard.><STERN, S.M.>","","<19750737>"
"Yang Indah, Berfaedah dan Kamal; Sejarah Sastra Melayu Dalam Abad 7-19","Text","","","","","","","899 bra","Indonesia","","","","","","<BRAGINSKY, V.I.>","","<19980198>"
"Tuinen der Oprechten","Text","","","","","","","2x0 sir","English","","","","","","<Islamitisch Cultureel Centrum Nederland>","","<20091192>"
"Weber and Islam; A Critical Study","Text","","","","","","","2x0 tur","Indonesia","","","","","","<TURNER, Bryan S.>","","<19750733>"
"History of The Islamic Peoples","Text","","","","","","","2x9 bro","Indonesia","","","","","","<BROCKELMANN, Carl.>","","<19810733>"
"Caught Between Three Fires; The Javanese Pangulu Under The Dutch Colonial Administration","Text","","","","","","INIS XXXVII","2x0.3 his","English","","","","","","<HISYAM, Muhamad.>","","<20020222>"
"Metode Kilat Belajar Membaca al-Qur'an Metode FQQ","Text","","","","","","","2x1.12 mat","Indonesia","","","","","","<MATDOAN, Ahmad Bardji.>","","<20040295>"
"The Struggle of Islam in Modern Indonesia 59","Text","","","","","","","2x9 bol","Indonesia","","","","","","<BOLAND, BJ.>","","<19750731>"
"Islam and Govermental System","Text","","","","","","","2x6.4 sja","Indonesia","","","","","","<SADJALI, Munawir.>","","<19910411>"
"Amerika Baru Yang Religius","Text","","","","","","","322 dia","Indonesia","","","","","","<ECK, Diana L.>","","<20060573>"
"Luthfi bukan Ludwig; Catatan Para Sahabat A.M. Luthfi","Text","","","","","","","900 mdy","Indonesia","","","","","","<YUSWANTO, Agung.>","","<20080030>"
"Setengah Abad UII; Sejarah Perkembangan Universitas Islam Indonesia","Text","","","","","","","900 sup","Indonesia","","","","","","<DKK><MUQODIM, Supardi.>","","<20090560>"
"Gerakan Keagamaan dan Pemikiran (Akar Ideologis dan Penyebarannya)","Text","","","","","","","2x0 wor","Indonesia","","","","","","<WAMY>","","<20000063>"
"For God and Country","Text","","","","","","","920 yee","Indonesia","","","","","","<YEE, James.>","","<20060577>"
"The Islamic State","Text","","","","","","","2x6 eng","Indonesia","","","","","","<ENGINEER, Asghar Ali.>","","<19810729>"
"Nasihat-nasihat  C. Snouck Hurgronje Semasa Kepegawaiannya Kepada Pemerintahan Hindi Belanda 1889-1936","Text","","","INIS","1993","","Seri Khusus INIS IX","","Indonesia","","959.811","","images_(37).jpg","","<INIS>","","<19960033><19960040><19930072><0105>"
"Pengantar Teologi dan Hukum Islam","Text","","","Wiley","","","Inis jilid X","2x4.5 gol","Indonesia","","","","","","<GOLDZIHER, Ignaz.>","","<19910416><19910419>"
"Pandangan barat Terhadap Literatur, Hukum, Filosofi, Teologi dan Mistik Tradisi Islam","Text","Dwi Bahasa","","","","","","2x0 bec","Indonesia","","","","","","<BECK, H.L.><NJG. Kaptein>","","<00151>"
"Ilmu Perbandingan Agama di Indonesia dan Belanda","Text","","","","","","INIS XIV","2x0 day","Indonesia","","","","","","<DAYA, Burhanuddin.><Herman Leonard Beck>","","<19930089>"
"The Message of The Qur'an Presented in Perspective","Text","","","","","","","2x1.6 ali","English","","","","","","<AMIR-ALI, Hashim.>","","<20090809>"
"Kamus Fisika; Inggis-Indonesia dengan Keterangan dalam Bahasa Indonesia","Text","","","","","","","403.1 joh","Indonesia","","","","","","<DKK><JOHANES>","","<20040230>"
"Bekerja Demi Bangsa; R.S. Hardjapamekas 90 Tahun","Text","","","","","","","920.7 har","Indonesia","","","","","","<SUMARSONO, Tatang.>","","<20060350>"
"Kumpulan Pidato 1942-1949","Text","","","","","","","320.508 hat","Indonesia","","","","","","<HATTA, Mohammad.><I. Wangsa Widjaja>","","<19830230>"
"Memperkuat Negara; Tata Pemerintahan dan Tata Dunia Abad 21","Text","","","","","","","321 fuk","Indonesia","","","","","","<FUKUYAMA, Francis.>","","<20060575>"
"Ajaran Tasauf dalam Naskah Kuno Koleksi Perpustakaan Nasional RI","Text","","","","","","","297.5 per","Indonesia","","","","","","<NOEGRAHA, Nindya.>","","<19990010>"
"Islam in The Era of Globalization","Text","","","","","","Inis XXXVIII","2x6.14 meu","Indonesia","","","","","","<MEULEMAN, Johan.>","","<199901>"
"Intelegensia Muslim dan Kuasa; Genealogi Intelegensia Muslim Indonesia Abad ke-20","Text","","","","","","","153 lat","Indonesia","","","","","","<LATIF, Yudi.>","",""
"Status Wanita di Asia Tenggara","Text","","","INIS","","","INIS XXXIX","305.42 nas","Indonesia","","305.42","","","","<NASUTION, Khoiruddin.>","","<20020137><20020138>"
"Kompendium Himpunan Ayat-ayat Al-Qur'an yang BErkaitan dengan Fisika & Geografi (Ilmu Alam & Ilmu Bumi)","Text","","","","","","","2x1.4 nai","Indonesia","","","","","","<NAIM, Mochtar.>","","<20070154>"
"Communication and family Planning in ISlam in Indonesia","Text","","","","2004","","INIS XLV","363.96 bak","English","","","","","","<BAKTI, Andi Faisal.>","","<20040296>"
"Umat dan Negara dalam Syari'at Islam","Text","","","","","","","2x6.2 zai","English","","","","","","<ZAIDAN, Abdul Karim.>","","<20091072>"
"Islam- The Perfect Religion and a Way of Life","Text","","","","","","","2x6 nad","Indonesia","","","","","","<NADWI, Abul Hasan Ali.>","","<20091113>"
"Beberapa Pandangan tentang Pemerintahan Islam","Text","","","","","","","2x6.1 azz","Indonesia","","","","","","<AZZAM, Salim.>","","<19840201>"
"Islamic Revivalism in Malaysia","Text","","","","","","","2x6.2 anw","English","","","","","","<ANWAR, Zainah.>","","<20091144>"
"Analisa Politik Dekade Delapan-Puluhan","Text","","","","","","","2x6.2 dja","Indonesia","","","","","","<DJAELANI, Abd. Qadir.>","","<20090118>"
"Tugas dan Identitas Muslimat","Text","","","","","","","2x6.1522 hee","Indonesia","","","","","","<HEEREN, Fatimah.><Aishah Lemu>","","<19920052>"
"Islam dan Perubahan Sosial","Text","","","","","","","2x6.13 idr","Indonesia","","","","","","<IDRIS, Ja\'far S.>","","<19910401>"
"Prinsip Operasional Bank Islam","Text","","","","","","","2x6.3 per","Indonesia","","","","","","<PERWATAATMADJA, Karnaen A.>","","<20091327>"
"Some Aspect of the Islamic Economy","Text","","","","","","","2x6.3 sid","Indonesia","","","","","","<SIDDIQI, M. Nejatullah.>","","<20091120>"
"Prioritas Gerakan Islam (Fiqhul Aulawiyaat) Buku Kedua","Text","","","","","","","2x6.22 qor","Indonesia","","","","","","<QARDHAWI, Yusuf.>","","<20020011>"
"Kebangkitan Islam; Di Mata Seorang Sarjana Barat","Text","","","","","","","2x6.1 lew","Indonesia","","","","","","<LEWIS, Bernard.>","","<19840199>"
"Cara Hidup Islam","Text","","","","","","","2x6 mau","Indonesia","","","","","","<MAUDUDI, Abul Ala.>","","<20091099>"
"Pandangan Hidup Muslim","Text","","","","","","","2x6 mau","Indonesia","","","","","","<MAUDUDI, Abul Ala.>","","<20091076>"
"Islamic Way of Life","Text","","","","","","","2x7.4 mau","English","","","","","","<MAUDUDI, Abul Ala.>","","<20110575><20091146><20091095>"
"Islam and The World","Text","","","","","","","2x0 nad","Indonesia","","","","","","<NADWI, Abul Hasan Ali.>","","<20110459><19830315><19830314>"
"The Process of Islamic Revolution","Text","","","","","","","2x6 mau","Indonesia","","","","","","<MAUDUDI, Abul Ala.>","","<20091206a>"
"Some Companions of the Propeth Part 1","Text","","","","","","","2x9 ahm","Indonesia","","","","","","<AHMAD, Fazl.>","","<20110551>"
"Omar the Second Caliph of Islam","Text","","","","","","","2x9.22 ahm","Indonesia","","","","","","<AHMAD, Fazl.>","","<20110629>"
"Objectives of the Islamic Economic Order","Text","","","","","","","2x6.3 cha","Indonesia","","","","","","<CHAPRA, Muhammad Umar.>","","<20110637>"
"Muslim Nursery Rhymes","Text","","","","","","","2x6 der","English","","","","","","<FOUNDATION, The Islamic.><DERMOTT, Mustafa Yusuf Mc.>","","<20110591>"
"Crisis in the Muslim Mind","Text","","","","","","","2x6 abu","English","","","","","","<ABUSULAYMAN, Abdulhamid.>","","<20090651>"
"State Politics and Islam","Text","","","","","","","2x6.21 ahm","English","","","","","","<AHMAD, Mumtaz.>","","<19990108>"
"Islam di Amerika","Text","Cet. 1","","","1988","","","2x9 mul","Indonesia","","","","","","<Pustaka><HAMIED, Fuad Abdul.>","","<19880280><19880275><19880272><19880273>"
"Islam Militan","Text","Cet. 2","","","1983","","","2x0.03 jan","Indonesia","","","","","","<Pustaka><JANSEN, GH.>","","<20090495a><20110576><20091096><19810052>"
"Pengadilan Terhadap ikhwanul Muslimin","Text","Cet. 1","","","1984","","","2x4.6 mus","Indonesia","","","","","","<Pustaka><MUSLIM, Asy-Syabab Pakistan.>","","<19840147><19840149><19840144><20091098>"
"Islam Kemarin dan Hari Esok","Text","Cet. 1","","","1997","","","2x9.9 gar","Indonesia","","","","","","<Pustaka><ARKOUN, M.><Louis Gardet>","","<19970029>"
"Muhammad SAW; Rasul Terakhir","Text","Cet. 1","","","1985","","","2x9 kha","Indonesia","","","","","","<Pustaka><KHAN, Majid \'Ali.>","","<20090501>"
"Menghindari Kesalahan-kesalahan dalam Shalat","Text","","","","","","","2x4.12 wal","Indonesia","","","","","","<WALID, Abu Ubaidah l.>","","<20060373>"
"Hikmah dari Timur","Text","","","","1982","","Pustaka Sufi 2","2x5 sha","Indonesia","","","","","","<Pustaka><SHAH, Idries.>","","<19820001><19820010><19820002><20091033>"
"Islam Menjawab Tantangan Zaman","Text","Cet. 1","","","1983","","","2x3 kha","Indonesia","","","","","","<Pustaka><KHAN, Waheeduddin.>","","<19830133><20091229>"
"Islam dan Sekularisme","Text","Cet. 1","","","1981","","","2x0.9 att","Indonesia","","","","","","<Pustaka><ATTAS, M. al-Naquib al-.>","","<20050223><20090452><20110614>"
"Keesaan Tuhan; Sebuah Pembahasan Ilmiah","Text","Cet. 3","","","1983","","","2x3 has","Indonesia","","","","","","<Pustaka><HASHEM, O.>","","<19830831><20110620>"
"Filsafat Sejarah Ibn Khaldun","Text","Cet. 1","","","1987","","","2x7.1 khu","Indonesia","","","","","","<Pustaka><KHUDHAIRI, Zainab al.>","","<19870162>"
"Filsafat dan Puisi Iqbal","Text","Cet. 1","","","1985","","","2x7 azz","Indonesia","","","","","","<Pustaka><\'AZZAM, ;Abdul Wahhab.>","","<19910287><19850520>"
"Pembunuhan Hasan al-Banna","Text","Cet. 1","","","1986","","","2x7.49 jab","Indonesia","","","","","","<Pustaka><JABARI, Abdul Muta\'al al.>","","<19860029>"
"Pesan Islam","Text","Cet. 1","","","1983","","","2x0.01 ahm","Indonesia","","","","","","<Pustaka><AHMAD, Khurshid.>","","<19980016><20110536>"
"Filsafat Kebudayaan Islam","Text","Cet. 1","","","1986","","","2x7.12 sha","Indonesia","","","","","","<Pustaka><SHARQAWI, \'Effat al->","","<19860206><19860209>"
"Struktur Metafisika Sabzawari","Text","Cet. 1","","","2003","","","2x7.11 izu","Indonesia","","","","","","<Pustaka><IZUTSU, Toshihiko.>","","<20030113><20030115>"
"Pengantar Psikologi Islam","Text","Cet. 1","","","2003","","","2x7.15 vah","Indonesia","","","","","","<Pustaka><VAHAB, A.A.>","","<20030110><20030112><20030108><20030109>"
"Kenabian di Dalam Islam","Text","Cet. 1","","","2003","","","2x7.17 rah","Indonesia","","","","","","<Pustaka><RAHMAN, Fazlur.>","","<20030008><20030009>"
"Filsafat Shadra","Text","Cet. 1","","","2000","","","2x7.19 rah","Indonesia","","","","","","<Pustaka><RAHMAN, Fazlur.>","","<20000086>"
"Islam Modern India","Text","Cet. 1","","","2004","","","2x7.4954","Indonesia","","","","","","<Pustaka><SMITH, Wilfred Cantwell.>","","<20040340><20040344>"
"Pemikiran Muslim dan Sumbernya","Text","Cet. 1","","","1984","","","2x3.8 nad","Indonesia","","","","","","<Pustaka><NADVI, Mozaffaruddin.>","","<19840211><20110545>"
"Negara al-Mawardi","Text","Cet. 1","","","2002","","","2x6.22 kha","Indonesia","","","","","","<Pustaka><KHAN, Qamaruddin.>","","<20020143><20020144>"
"Mobilitas Sosial dalam Peradaban Islam","Text","Cet. 1","","","1988","","","2x6.13 beg","Indonesia","","","","","","<Pustaka><BEG, M. Abdul Jabar.>","","<19880352><19880348>"
"Sebuah Kajian tentang Sistem Pemerintahan Islam","Text","Cet. 1","","","1985","","","2x6.22 asa","Indonesia","","","","","","<Pustaka><ASAD, Muhammad.>","","<20090543><19850637><19850629>"
"Masyarakat Ideal","Text","Cet. 1","","","1997","","","2x6.1 far","Indonesia","","","","","","<Pustaka><FARIDL, Miftah.>","","<19970035><19970033>"
"Khilafah dan Pemerintahan dalam Islam","Text","Cet. 1","","","1985","","","2x0.3 raz","Indonesia","","","","","","<Pustaka><RAZIQ, \'Ali \'Abdur.>","","<20090449><19850622><19850625>"
"Membina Peran Penata Masa Depan","Text","","","","1983","","","2x6.1 far","Indonesia","","","","","","<Pustaka><FARIDL, Miftah.>","","<19830441>"
"Langkah-langkah Pembaharuan Islam","Text","Cet. 1","","","1984","","","2x6.1 mau","Indonesia","","","","","","<Pustaka><MAUDUDI, Abul Ala.>","","<19840460>"
"Pemikiran Politik Ibnu Taymiyyah","Text","Cet. 1","","","1983","","","2x6.2 kha","Indonesia","","","","","","<Pustaka><KHAN, Qamaruddin.>","","<19830069>"
